path,reasons
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (2790).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (624).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (7425).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (2922).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (4581).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\bracol\coffee-datasets\coffee-datasets\leaf\images\1378.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (54).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1379).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (6155).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (758).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (4308).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3460).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2793).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (2751).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3685).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3251).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1748).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1321).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1519).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1500).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1902).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (6427).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1391).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (901).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\2 (495).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1585).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2402).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (4670).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (2407).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4403).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (854).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (2692).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (8034).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (787).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (3331).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4730).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (7020).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2634).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (816).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1816).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2436).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3773).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1900).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2743).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2377).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (1829).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (913).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (8403).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1753).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (4219).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3699).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (6085).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\20210125_183619(0).jpg.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (687).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (8012).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (319).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\1 (289).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (373).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\1 (158).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (2274).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (2750).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (615).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2753).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4215).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3217).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1747).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (900).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1569).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1674).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\2 (678).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3737).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1862).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3646).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1219).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1443).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (8172).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3309).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3682).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3647).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (8251).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2461).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (4303).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3698).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3359).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\2 (265).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (2358).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (1723).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (1886).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4271).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1539).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1357).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (224).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (941).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4255).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1831).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3270).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (3246).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (1793).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (4555).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1519).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\bracol\coffee-datasets\coffee-datasets\leaf\images\1035.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1905).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2732).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4721).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (5109).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4382).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1606).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1862).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (2534).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (7367).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (501).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (3490).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3769).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (80).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (247).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (1869).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (4255).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1818).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\bracol\coffee-datasets\coffee-datasets\leaf\images\187.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (2745).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2433).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (3390).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (4671).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (3380).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1571).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1500).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (386).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (787).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (5204).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (3341).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2489).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1344).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (785).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (9426).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (9397).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\3 (1230).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (5114).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\20210125_183057.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (2630).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (4622).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1385).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\1 (247).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1734).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1887).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (4078).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1884).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2349).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1576).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\bracol\coffee-datasets\coffee-datasets\leaf\images\1088.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1769).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2377).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1431).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3741).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4444).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (9456).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\2 (2).jpeg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (599).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (2483).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3230).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1582).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (7037).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (7577).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2749).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (4556).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\bracol\coffee-datasets\coffee-datasets\leaf\images\1721.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (4583).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (3578).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (8122).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1880).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (6142).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (8480).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1896).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (9268).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (546).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2700).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (3952).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3273).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3757).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (2383).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3421).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (64).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3603).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (1532).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (6087).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2536).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (377).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (854).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1753).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (2500).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (870).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1335).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\1 (273).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\20210125_184237(0).jpg.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (3571).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (2776).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\IMG_20210126_091510.jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (2395).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\5 (1256).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (3423).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\10 (6445).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\2 (1565).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben\Leaf rust\1 (361).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (1776).jpg,blur
C:\Users\OEM\Desktop\Proyectos\Proyectos personales\quantumcafe_cr\data\raw\jmuben2\Healthy\1 (3723).jpg,blur
